Publication,Date,Title,Body,Summary,,,,,,,,
The New York Times,10/17/2016,No breaking news to report today,No significant updates to report,No noteworthy summary for today,,,,,,,,
The New York Times,10/18/2016,Rob Stringer Named Chief of Sony Music,Doug Morris will become chairman of Sony Music Mr Stringer is currently the head of Columbia RecordsIn a leadership transition at the top of the music industry Sony Music announced on Tuesday that Rob Stringer would take over next year as chief executive while Doug Morris the company chief since  would become chairman,Sony Music Music Morris Doug Stringer Rob  Appointments and Executive Changes Columbia Records,,,,,,,,
The New York Times,10/19/2016,ExFox Chairman Roger Ailes to be Subject of TV MiniSeries,Tom McCarthy the writer and director of Spotlight has agreed to be the executive producer of the projectLOS ANGELES The former Fox News chairman Roger Ailes is coming back to television but perhaps not in a way he will like,AILES ROGER E McCarthy Tom  Sherman Gabriel Fox News Channel Television News and News Media Sexual Harassment,,,,,,,,
The New York Times,10/20/2016,What YouTube Red Gives You for  a Month,Google premium YouTube service carries a monthly subscription fee but you get more videos and fewer ads with your membershipQ What does the paid version of YouTube offer Do you get better video streaming than on the free site,Video Recordings Downloads and Streaming YouTubecom Online Advertising,,,,,,,,
The New York Times,10/21/2016,No breaking news to report today,Today there is no publication in this section,Summary information is not provided,,,,,,,,
The New York Times,10/24/2016,Germany Withdraws Approval for Chinese Takeover of Aixtron  Making Sense of ATT Bid for Time Warner,It was not clear why regulators reversed their decision but it comes as concerns rise about Chinese firms acquiring cuttingedge companiesHONG KONG In a surprise move on Monday the German authorities withdrew approval for the takeover of a domestic semiconductor firm by a Chinese bidder a deal that was set to be an emblem of a new push by Chinese companies to acquire cuttingedge technology businesses and a sign of Berlin tolerance for such moves  The proposed  billion merger faces tough regulatory scrutiny but the potential to challenge cable companies may make a compelling caseYou had a lot of people saying you shouldve combined a donkey with a rabbit and gotten a flying unicorn,Mergers Acquisitions and Divestitures China Germany Aixtron AG Fujian Grand Chip Investment Fund LP  Mergers Acquisitions and Divestitures Telephones and Telecommunications Media Cable Television ATT Inc Time Warner Inc Bewkes Jeffrey L Antitrust Laws and Competition Issues,,,,,,,,
The New York Times,10/25/2016,No breaking news to report today,No significant updates to report,Summary information is not provided,,,,,,,,
The New York Times,10/26/2016,Employees Do the Homework on JobBased Health Coverage,Workers should look beyond the plan monthly premium to consider other costs that they might have to pay out of pocketEmployees with jobbased health coverage are spending a greater share of their income on health insurance costs even though those costs are growing more slowly in most states a new report finds,Commonwealth Fund Health Insurance and Managed Care Patient Protection and Affordable Care Act  Personal Finances,,,,,,,,
The New York Times,10/27/2016,More Wretched News for Newspapers as Advertising Woes Drive Anxiety,News publications continue to be pummeled by rapidly declining print advertising revenue and newsrooms everywhere are scramblingThe gloom began earlier this month when Gerard Baker the editor in chief of The Wall Street Journal sent a memo to employees that said in part every story should be as short as it needs to be The next week William Lewis the chief executive of Dow Jones which owns The Journal announced a newsroom review that he said would be underpinned by a series of costmanagement initiatives,Wall Street Journal Layoffs and Job Reductions Newspapers Advertising and Marketing Company Reports News and News Media USA Today New York Times News Corporation Tribune Publishing Company tronc Inc Gannett Company Inc Ferro Michael W Jr Lewis William  Interpublic Group of Companies Inc,,,,,,,,
The New York Times,10/28/2016,Carlyle Group Turns Focus From Hedge Funds to Lending  Daily Report When Your Company is Famous but Unprofitable,An effort to diversify goes awry as hedge fund investments weigh on the bottom lineProminent public pension funds have turned their backs on hedge funds and so have a few big insurance companies Now one of the world biggest private equity firms the Carlyle Group is walking away too  Few tech outfits have been in the center of international news like Twitter But despite the attention the company still isnt profitableImagine you run Twitter a social network that has played an important role in the most volatile presidential election in decades maybe ever The candidates post their opinions there sometimes in the middle of the night Reporters go there Voters go there And what is said there is often more important than what is said at campaign rallies,Stevenson Alexandra Hedge Funds Pensions and Retirement Plans Carlyle Group LP Conway William Jr  Twitter Social Media,,,,,,,,
The New York Times,10/31/2016,Tech Billionaire Backing Trump Suggests Silicon Valley Is Out of Touch  Viacom Names Its Second Acting CEO as Tumult Continues,Peter Thiel addressing journalists in Washington denounced Donald Trump comments about women and took aim at Silicon ValleyIt has been a provocative six months for Peter Thiel That is the way he likes it  Effective Nov  Robert Bakish will step in to the role He succeeds Thomas E Dooley who was appointed acting chief executive in August after the ousting of Philippe P DaumanViacom on Monday named Robert Bakish its acting chief executive effective Nov  Mr Bakish who started at Viacom in  most recently served as chief executive of the company international unit,Thiel Peter A Trump Donald J Presidential Election of  Silicon Valley Calif Computers and the Internet Endorsements National Press Club  Bakish Robert M Viacom Inc Appointments and Executive Changes Dooley Thomas E Redstone Shari Dauman Philippe P,,,,,,,,
The New York Times,11/1/2016,There is no available news today,No significant updates to report,No noteworthy summary for today,,,,,,,,
